"network_code","network_name","park_code","park_name","site_name","station_code","station_name","event_date_UTC","event_time_UTC","inundation_level_cm","DPL","pin_data_collected","double_read_pin_collected","marker_horizon_data_collected","marker_horizon_data_not_collected_reason","event_notes"
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Maine Coast Heritage","MCHT 2","MCHT 2",2014-05-13,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Schoodic","Sch3","Schoodic 3",2013-05-22,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Bass Harbor","BH1 old","Bass Harbor 1 Old",2012-09-10,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Schoodic","Sch2","Schoodic 2",2013-09-18,"04:00:00",0,"Accepted","Yes","No","Yes",NA,"100% vegetated
mainly Juncus and S. patens"
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Schoodic","Sch3","Schoodic 3",2011-09-21,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Bass Harbor","BH1 old","Bass Harbor 1 Old",2012-05-23,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Bass Harbor","BH3","Bass Harbor 3",2013-05-21,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Schoodic","Sch1","Schoodic 1",2012-05-23,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Bass Harbor","BH3","Bass Harbor 3",2012-09-10,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Maine Coast Heritage","MCHT 2","MCHT 2",2013-09-17,"04:00:00",0,"Accepted","Yes","No","Yes",NA,"100% vegetated S. patens, Juncus sp., some plantain"
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Bass Harbor","BH2","Bass Harbor 2",2014-05-13,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Schoodic","Sch2","Schoodic 2",2012-05-23,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Maine Coast Heritage","MCHT 3","MCHT 3",2014-05-13,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Maine Coast Heritage","MCHT 3","MCHT 3",2013-09-17,"04:00:00",0,"Accepted","Yes","No","Yes",NA,"mainly S. patens,  around 95% vegetated
also some salicornia and plantain"
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Schoodic","Sch1","Schoodic 1",2012-09-13,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Bass Harbor","BH2","Bass Harbor 2",2011-09-20,"04:00:00",0,"Accepted","Yes","No","Yes",NA,"Baseline - measurements 
Feldspar plots established"
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Bass Harbor","BH1 old","Bass Harbor 1 Old",2014-05-13,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Schoodic","Sch2","Schoodic 2",2011-09-21,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Maine Coast Heritage","MCHT 3","MCHT 3",2012-09-11,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Bass Harbor","BH2","Bass Harbor 2",2013-05-21,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Schoodic","Sch2","Schoodic 2",2012-09-13,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Maine Coast Heritage","MCHT 2","MCHT 2",2012-09-11,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Maine Coast Heritage","MCHT 3","MCHT 3",2013-05-21,"04:00:00",0,"Accepted","Yes","No","Yes",NA,"A, B, C, plug white visible on surface"
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Maine Coast Heritage","MCHT 3","MCHT 3",2011-09-20,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Bass Harbor","BH1 old","Bass Harbor 1 Old",2013-09-17,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Schoodic","Sch3","Schoodic 3",2014-05-14,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Maine Coast Heritage","MCHT 1","MCHT 1",2012-09-11,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Maine Coast Heritage","MCHT 3","MCHT 3",2012-05-23,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Bass Harbor","BH2","Bass Harbor 2",2013-09-17,"04:00:00",0,"Accepted","Yes","No","Yes",NA,"100% vegetated - mix of S. patens and S. alterniflora"
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Schoodic","Sch3","Schoodic 3",2012-05-23,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Maine Coast Heritage","MCHT 2","MCHT 2",2011-09-20,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Schoodic","Sch1","Schoodic 1",2014-05-14,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Maine Coast Heritage","MCHT 1","MCHT 1",2014-05-13,"04:00:00",0,"Accepted","Yes","No","Yes",NA,"New logger deployed at site on 5/13/14
CP to sensor = 35cm."
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Bass Harbor","BH2","Bass Harbor 2",2012-09-10,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Bass Harbor","BH3","Bass Harbor 3",2013-09-17,"04:00:00",0,"Accepted","Yes","No","Yes",NA,"100% vegetated - mostly S. patens with occasional S. alterniflora"
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Maine Coast Heritage","MCHT 1","MCHT 1",2013-05-21,"04:00:00",0,"Accepted","Yes","No","Yes",NA,"seems like all S. patens"
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Bass Harbor","BH3","Bass Harbor 3",2012-05-23,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Schoodic","Sch3","Schoodic 3",2013-09-18,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Bass Harbor","BH2","Bass Harbor 2",2012-05-23,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Maine Coast Heritage","MCHT 1","MCHT 1",2013-09-17,"04:00:00",0,"Accepted","Yes","No","Yes",NA,"100% vegetated
S. patens, juncus sp., S. sempervirens"
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Bass Harbor","BH1 old","Bass Harbor 1 Old",2013-05-21,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Bass Harbor","BH3","Bass Harbor 3",2011-09-20,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Schoodic","Sch2","Schoodic 2",2014-05-14,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Bass Harbor","BH3","Bass Harbor 3",2014-05-13,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Thompson Island","Thomp 3","Thompson 3",2011-09-21,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Thompson Island","Thomp 3","Thompson 3",2012-05-23,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Thompson Island","Thomp 3","Thompson 3",2012-09-10,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Thompson Island","Thomp 3","Thompson 3",2013-05-21,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Thompson Island","Thomp 3","Thompson 3",2013-09-17,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Thompson Island","Thomp 3","Thompson 3",2014-05-13,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Thompson Island","Thomp 3","Thompson 3",2014-09-17,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Thompson Island","Thomp 3","Thompson 3",2015-06-13,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Thompson Island","Thomp 3","Thompson 3",2015-09-01,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Thompson Island","Thomp 3","Thompson 3",2016-05-24,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Thompson Island","Thomp 3","Thompson 3",2016-09-14,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Thompson Island","Thomp 3","Thompson 3",2017-05-16,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Thompson Island","Thomp 3","Thompson 3",2017-09-13,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Thompson Island","Thomp 2","Thompson 2",2011-09-21,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Thompson Island","Thomp 2","Thompson 2",2012-05-23,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Thompson Island","Thomp 2","Thompson 2",2012-09-10,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Thompson Island","Thomp 2","Thompson 2",2013-05-21,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Thompson Island","Thomp 2","Thompson 2",2013-09-17,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Thompson Island","Thomp 2","Thompson 2",2014-05-13,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Thompson Island","Thomp 2","Thompson 2",2014-09-17,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Thompson Island","Thomp 2","Thompson 2",2015-06-13,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Thompson Island","Thomp 2","Thompson 2",2015-09-01,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Thompson Island","Thomp 2","Thompson 2",2016-05-24,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Thompson Island","Thomp 2","Thompson 2",2016-09-14,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Thompson Island","Thomp 2","Thompson 2",2017-05-16,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Thompson Island","Thomp 2","Thompson 2",2017-09-13,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Thompson Island","Thomp 1","Thompson 1",2011-09-21,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Thompson Island","Thomp 1","Thompson 1",2012-05-23,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Thompson Island","Thomp 1","Thompson 1",2012-09-10,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Thompson Island","Thomp 1","Thompson 1",2013-05-21,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Thompson Island","Thomp 1","Thompson 1",2013-09-17,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Thompson Island","Thomp 1","Thompson 1",2014-05-13,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Thompson Island","Thomp 1","Thompson 1",2014-09-17,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Thompson Island","Thomp 1","Thompson 1",2015-06-13,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Thompson Island","Thomp 1","Thompson 1",2015-09-01,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Thompson Island","Thomp 1","Thompson 1",2016-05-24,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Thompson Island","Thomp 1","Thompson 1",2016-09-14,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Thompson Island","Thomp 1","Thompson 1",2017-05-16,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Thompson Island","Thomp 1","Thompson 1",2017-09-13,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Schoodic","Sch1","Schoodic 1",2017-05-16,"06:00:00",0,"Accepted","Yes","No","Yes",NA,"surface is dry"
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Schoodic","Sch2","Schoodic 2",2017-05-16,"06:00:00",3,"Accepted","Yes","No","Yes",NA,"3-4 cm of water on surface (rainwater)."
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Schoodic","Sch3","Schoodic 3",2017-05-16,"06:00:00",0,"Accepted","Yes","No","Yes",NA,"surface is wet"
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Bass Harbor","BH2","Bass Harbor 2",2017-05-17,"06:00:00",0,"Accepted","Yes","No","Yes",NA,"Pipe looks fine. 30"" SET pins...
Helper = Seamus Russel"
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Bass Harbor","BH3","Bass Harbor 3",2017-05-17,"06:00:00",0,"Accepted","Yes","No","Yes",NA,"Pipe is in good shape. need to replace the cement."
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Maine Coast Heritage","MCHT 1","MCHT 1",2017-05-17,"06:00:00",0,"Accepted","Yes","No","Yes",NA,"Helper=Seamus Russet"
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Maine Coast Heritage","MCHT 2","MCHT 2",2017-05-17,"06:00:00",0,"Accepted","Yes","No","Yes",NA,"Visible mud from ice flows on the surface of the marsh.
Helper = Seamus Russet"
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Maine Coast Heritage","MCHT 3","MCHT 3",2017-05-17,"06:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Schoodic","Sch1","Schoodic 1",2017-09-12,"06:00:00",0,"Accepted","Yes","No","Yes",NA,"site looks good"
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Schoodic","Sch2","Schoodic 2",2017-09-12,"06:00:00",0,"Accepted","Yes","No","Yes",NA,"surface is dry"
"NETN","Northeast Temperate Network","ACAD","Acadia National Park","Schoodic","Sch3","Schoodic 3",2017-09-12,"06:00:00",0,"Accepted","Yes","No","Yes",NA,NA
